alpha,camber,position_of_camber,thickness,Reynolds_number,cl,cd,ratio
8,0,0,0.21,7.50E+06,0.894,0.00806,110.9181141
9,0,0,0.21,7.50E+06,0.9974,0.00864,115.4398148
10,0,0,0.21,7.50E+06,1.0985,0.00925,118.7567568
11,0,0,0.21,7.50E+06,1.1866,0.01002,118.4231537
12,0,0,0.21,7.50E+06,1.272,0.01099,115.7415833
13,0,0,0.21,7.50E+06,1.3543,0.012,112.8583333
14,0,0,0.21,7.50E+06,1.4315,0.01359,105.334805
15,0,0,0.21,7.50E+06,1.5122,0.01535,98.51465798
16,0,0,0.21,7.50E+06,1.5762,0.01783,88.40157039
17,0,0,0.21,7.50E+06,1.629,0.02132,76.40712946
18,0,0,0.21,7.50E+06,1.6834,0.02519,66.82810639
19,0,0,0.21,7.50E+06,1.7289,0.03007,57.49584303
20,0,0,0.21,7.50E+06,1.747,0.03787,46.13150251
-5,0,0,0.18,7.50E+06,-0.5693,0.00662,-85.99697885
-4,0,0,0.18,7.50E+06,-0.4567,0.00632,-72.26265823
-3,0,0,0.18,7.50E+06,-0.3435,0.00607,-56.58978583
-2,0,0,0.18,7.50E+06,-0.2294,0.00587,-39.08006814
-1,0,0,0.18,7.50E+06,-0.1149,0.00573,-20.05235602
0,0,0,0.18,7.50E+06,0,0.00568,0
1,0,0,0.18,7.50E+06,0.1149,0.00573,20.05235602
2,0,0,0.18,7.50E+06,0.2295,0.00587,39.09710392
3,0,0,0.18,7.50E+06,0.3435,0.00607,56.58978583
4,0,0,0.18,7.50E+06,0.4568,0.00632,72.27848101
5,0,0,0.18,7.50E+06,0.5694,0.00662,86.01208459
6,0,0,0.18,7.50E+06,0.6806,0.00701,97.08987161
7,0,0,0.18,7.50E+06,0.7911,0.00743,106.473755
8,0,0,0.18,7.50E+06,0.8988,0.00799,112.4906133
9,0,0,0.18,7.50E+06,1.0058,0.00855,117.6374269
10,0,0,0.18,7.50E+06,1.1108,0.00916,121.2663755
11,0,0,0.18,7.50E+06,1.2112,0.00992,122.0967742
12,0,0,0.18,7.50E+06,1.3027,0.01088,119.7334559
13,0,0,0.18,7.50E+06,1.3971,0.01179,118.4987277
14,0,0,0.18,7.50E+06,1.4834,0.01314,112.891933
15,0,0,0.18,7.50E+06,1.553,0.01471,105.5744392
16,0,0,0.18,7.50E+06,1.6248,0.01651,98.41308298
17,0,0,0.18,7.50E+06,1.6848,0.01917,87.88732394
18,0,0,0.18,7.50E+06,1.7278,0.02334,74.02742074
19,0,0,0.18,7.50E+06,1.7667,0.02849,62.01123201
20,0,0,0.18,7.50E+06,1.7973,0.03493,51.45433725
-4,0,0,0.06,7.50E+06,-0.4347,0.00524,-82.95801527
-3,0,0,0.06,7.50E+06,-0.3284,0.00495,-66.34343434
-2,0,0,0.06,7.50E+06,-0.2193,0.00482,-45.49792531
-1,0,0,0.06,7.50E+06,-0.1095,0.00459,-23.85620915
0,0,0,0.06,7.50E+06,0,0.00437,0
1,0,0,0.06,7.50E+06,0.1095,0.00459,23.85620915
2,0,0,0.06,7.50E+06,0.2193,0.00482,45.49792531
3,0,0,0.06,7.50E+06,0.3284,0.00495,66.34343434
4,0,0,0.06,7.50E+06,0.4347,0.00524,82.95801527
7,0,0,0.06,7.50E+06,0.7602,0.01191,63.82871537
8,0,0,0.06,7.50E+06,0.8686,0.01203,72.20282627
9,0,0,0.06,7.50E+06,0.9811,0.01091,89.92667278
10,0,0,0.06,7.50E+06,1.0876,0.01152,94.40972222
11,0,0,0.06,7.50E+06,1.1909,0.01272,93.62421384
12,0,0,0.06,7.50E+06,1.2904,0.01444,89.36288089
13,0,0,0.06,7.50E+06,1.3772,0.01821,75.6287754
14,0,0,0.06,7.50E+06,1.4529,0.02292,63.39005236
15,0,0,0.06,7.50E+06,1.4979,0.03043,49.22444956
16,0,0,0.06,7.50E+06,1.4406,0.04577,31.47476513
-5,0,0,0.08,7.50E+06,-0.5503,0.00584,-94.22945205
-4,0,0,0.08,7.50E+06,-0.4427,0.00547,-80.93235832
-3,0,0,0.08,7.50E+06,-0.3326,0.00523,-63.59464627
-2,0,0,0.08,7.50E+06,-0.2221,0.00494,-44.95951417
-1,0,0,0.08,7.50E+06,-0.1111,0.00469,-23.68869936
0,0,0,0.08,7.50E+06,0,0.00462,0
1,0,0,0.08,7.50E+06,0.1111,0.00469,23.68869936
2,0,0,0.08,7.50E+06,0.2221,0.00494,44.95951417
3,0,0,0.08,7.50E+06,0.3326,0.00523,63.59464627
4,0,0,0.08,7.50E+06,0.4427,0.00547,80.93235832
5,0,0,0.08,7.50E+06,0.5504,0.00584,94.24657534
6,0,0,0.08,7.50E+06,0.6636,0.00646,102.7244582
7,0,0,0.08,7.50E+06,0.7871,0.00708,111.1723164
8,0,0,0.08,7.50E+06,0.8915,0.00781,114.1485275
9,0,0,0.08,7.50E+06,0.9955,0.00916,108.6790393
10,0,0,0.08,7.50E+06,1.0982,0.0107,102.635514
11,0,0,0.08,7.50E+06,1.19,0.014,85
12,0,0,0.08,7.50E+06,1.2615,0.01996,63.20140281
13,0,0,0.08,7.50E+06,1.3334,0.02441,54.62515363
14,0,0,0.08,7.50E+06,1.3858,0.02968,46.69137466
-5,0,0,0.1,7.60E+06,-0.5583,0.00601,-92.89517471
-4,0,0,0.1,7.60E+06,-0.4475,0.00567,-78.92416226
-3,0,0,0.1,7.60E+06,-0.3361,0.00538,-62.47211896
-2,0,0,0.1,7.60E+06,-0.2243,0.00511,-43.89432485
-1,0,0,0.1,7.60E+06,-0.1123,0.00488,-23.01229508
0,0,0,0.1,7.60E+06,0,0.0048,0
0.5,0,0,0.1,7.60E+06,0.0562,0.00482,11.65975104
1,0,0,0.1,7.60E+06,0.1123,0.00488,23.01229508
2,0,0,0.1,7.60E+06,0.2243,0.00511,43.89432485
3,0,0,0.1,7.60E+06,0.3361,0.00538,62.47211896
4,0,0,0.1,7.60E+06,0.4475,0.00567,78.92416226
5,0,0,0.1,7.60E+06,0.5583,0.00601,92.89517471
6,0,0,0.1,7.60E+06,0.6675,0.00644,103.6490683
7,0,0,0.1,7.60E+06,0.7744,0.00703,110.1564723
8,0,0,0.1,7.60E+06,0.8927,0.00764,116.8455497
11,0,0,0.1,7.60E+06,1.2169,0.01041,116.8972142
12,0,0,0.1,7.60E+06,1.3192,0.01144,115.3146853
13,0,0,0.1,7.60E+06,1.4191,0.01263,112.3594616
14,0,0,0.1,7.60E+06,1.5128,0.01429,105.8642407
15,0,0,0.1,7.60E+06,1.598,0.01652,96.73123487
16,0,0,0.1,7.60E+06,1.679,0.01862,90.17185822
17,0,0,0.1,7.60E+06,1.7442,0.0212,82.27358491
18,0,0,0.1,7.60E+06,1.7739,0.02495,71.09819639
19,0,0,0.1,7.60E+06,1.7846,0.03176,56.19017632
20,0,0,0.1,7.60E+06,1.7624,0.04526,38.93946089
-5,0,0,0.1,7.80E+06,-0.5586,0.006,-93.1
-4,0,0,0.1,7.80E+06,-0.4477,0.00566,-79.09893993
-3,0,0,0.1,7.80E+06,-0.3363,0.00538,-62.50929368
-2,0,0,0.1,7.80E+06,-0.2243,0.0051,-43.98039216
-1,0,0,0.1,7.80E+06,-0.1124,0.0049,-22.93877551
0,0,0,0.1,7.80E+06,0,0.00481,0
0.5,0,0,0.1,7.80E+06,0.0562,0.00484,11.61157025
1,0,0,0.1,7.80E+06,0.1124,0.0049,22.93877551
2,0,0,0.1,7.80E+06,0.2243,0.0051,43.98039216
3,0,0,0.1,7.80E+06,0.3363,0.00538,62.50929368
4,0,0,0.1,7.80E+06,0.4477,0.00566,79.09893993
5,0,0,0.1,7.80E+06,0.5586,0.006,93.1
6,0,0,0.1,7.80E+06,0.6679,0.00642,104.0342679
8,0,0,0.1,7.80E+06,0.8922,0.0076,117.3947368
9,0,0,0.1,7.80E+06,1.0127,0.00858,118.030303
10,0,0,0.1,7.80E+06,1.1145,0.00942,118.3121019
11,0,0,0.1,7.80E+06,1.2174,0.01034,117.7369439
12,0,0,0.1,7.80E+06,1.3198,0.01137,116.0773967
13,0,0,0.1,7.80E+06,1.4198,0.01256,113.0414013
14,0,0,0.1,7.80E+06,1.5135,0.01423,106.3598032
15,0,0,0.1,7.80E+06,1.5994,0.01639,97.58389262
16,0,0,0.1,7.80E+06,1.681,0.01845,91.11111111
17,0,0,0.1,7.80E+06,1.7478,0.02099,83.26822296
18,0,0,0.1,7.80E+06,1.7788,0.0246,72.30894309
19,0,0,0.1,7.80E+06,1.7914,0.03111,57.58277081
20,0,0,0.1,7.80E+06,1.7729,0.0439,40.38496583
-5,0,0,0.1,7.90E+06,-0.5587,0.006,-93.11666667
-4,0,0,0.1,7.90E+06,-0.4478,0.00566,-79.11660777
-3,0,0,0.1,7.90E+06,-0.3364,0.00537,-62.6443203
-2,0,0,0.1,7.90E+06,-0.2244,0.0051,-44
-1,0,0,0.1,7.90E+06,-0.1124,0.0049,-22.93877551
0,0,0,0.1,7.90E+06,0,0.00482,0
0.5,0,0,0.1,7.90E+06,0.0562,0.00485,11.58762887
1,0,0,0.1,7.90E+06,0.1124,0.0049,22.93877551
2,0,0,0.1,7.90E+06,0.2244,0.0051,44
3,0,0,0.1,7.90E+06,0.3364,0.00537,62.6443203
4,0,0,0.1,7.90E+06,0.4478,0.00566,79.11660777
5,0,0,0.1,7.90E+06,0.5587,0.006,93.11666667
6,0,0,0.1,7.90E+06,0.668,0.0064,104.375
9,0,0,0.1,7.90E+06,1.0124,0.00856,118.271028
10,0,0,0.1,7.90E+06,1.1147,0.00939,118.7113951
11,0,0,0.1,7.90E+06,1.2177,0.01031,118.1086324
12,0,0,0.1,7.90E+06,1.3201,0.01134,116.4109347
13,0,0,0.1,7.90E+06,1.4201,0.01252,113.4265176
14,0,0,0.1,7.90E+06,1.5138,0.01419,106.6807611
15,0,0,0.1,7.90E+06,1.6001,0.01633,97.98530312
16,0,0,0.1,7.90E+06,1.6819,0.01837,91.55688623
17,0,0,0.1,7.90E+06,1.7495,0.02089,83.74820488
18,0,0,0.1,7.90E+06,1.7812,0.02444,72.88052373
19,0,0,0.1,7.90E+06,1.7948,0.03079,58.29165313
20,0,0,0.1,7.90E+06,1.7784,0.04316,41.20481928
-5,0,0,0.1,8.00E+06,-0.5588,0.00599,-93.28881469
-4,0,0,0.1,8.00E+06,-0.4479,0.00566,-79.13427562
-3,0,0,0.1,8.00E+06,-0.3364,0.00536,-62.76119403
-2,0,0,0.1,8.00E+06,-0.2244,0.0051,-44
-1,0,0,0.1,8.00E+06,-0.1124,0.00491,-22.89205703
0,0,0,0.1,8.00E+06,0,0.00483,0
0.5,0,0,0.1,8.00E+06,0.0562,0.00486,11.56378601
1,0,0,0.1,8.00E+06,0.1124,0.00491,22.89205703
2,0,0,0.1,8.00E+06,0.2245,0.0051,44.01960784
3,0,0,0.1,8.00E+06,0.3364,0.00536,62.76119403
4,0,0,0.1,8.00E+06,0.4479,0.00566,79.13427562
5,0,0,0.1,8.00E+06,0.5589,0.00599,93.30550918
6,0,0,0.1,8.00E+06,0.6682,0.00639,104.5696401
7,0,0,0.1,8.00E+06,0.7751,0.00697,111.205165
8,0,0,0.1,8.00E+06,0.8917,0.00756,117.9497354
10,0,0,0.1,8.00E+06,1.1149,0.00936,119.1132479
11,0,0,0.1,8.00E+06,1.2179,0.01028,118.4727626
12,0,0,0.1,8.00E+06,1.3204,0.0113,116.8495575
13,0,0,0.1,8.00E+06,1.4204,0.01249,113.7229784
14,0,0,0.1,8.00E+06,1.5141,0.01416,106.9279661
15,0,0,0.1,8.00E+06,1.6007,0.01626,98.44403444
16,0,0,0.1,8.00E+06,1.6828,0.01829,92.00656096
17,0,0,0.1,8.00E+06,1.751,0.02079,84.22318422
18,0,0,0.1,8.00E+06,1.7836,0.02428,73.45963756
19,0,0,0.1,8.00E+06,1.7982,0.03048,58.99606299
20,0,0,0.1,8.00E+06,1.7839,0.04245,42.02355713
-5,0,0,0.21,8.00E+06,-0.5677,0.00683,-83.11859444
-4,0,0,0.21,8.00E+06,-0.4564,0.00654,-69.78593272
-3,0,0,0.21,8.00E+06,-0.343,0.00631,-54.35816165
-2,0,0,0.21,8.00E+06,-0.2293,0.00617,-37.1636953
-1,0,0,0.21,8.00E+06,-0.1147,0.00604,-18.99006623
0,0,0,0.21,8.00E+06,0,0.00604,0
1,0,0,0.21,8.00E+06,0.1147,0.00604,18.99006623
2,0,0,0.21,8.00E+06,0.2294,0.00617,37.17990276
3,0,0,0.21,8.00E+06,0.343,0.00631,54.35816165
4,0,0,0.21,8.00E+06,0.4565,0.00654,69.80122324
5,0,0,0.21,8.00E+06,0.5678,0.00683,83.13323572
6,0,0,0.21,8.00E+06,0.679,0.00714,95.09803922
7,0,0,0.21,8.00E+06,0.7879,0.00757,104.0819022
8,0,0,0.21,8.00E+06,0.8952,0.00803,111.4819427
9,0,0,0.21,8.00E+06,0.9987,0.00861,115.9930314
10,0,0,0.21,8.00E+06,1.1007,0.00917,120.0327154
11,0,0,0.21,8.00E+06,1.1903,0.00991,120.110999
12,0,0,0.21,8.00E+06,1.2751,0.01089,117.0890725
13,0,0,0.21,8.00E+06,1.3597,0.01185,114.742616
14,0,0,0.21,8.00E+06,1.4323,0.01343,106.6492926
15,0,0,0.21,8.00E+06,1.5168,0.01512,100.3174603
16,0,0,0.21,8.00E+06,1.5791,0.01765,89.4674221
17,0,0,0.21,8.00E+06,1.6349,0.02094,78.07545368
18,0,0,0.21,8.00E+06,1.6923,0.02453,68.98899307
19,0,0,0.21,8.00E+06,1.7358,0.02954,58.76100203
20,0,0,0.21,8.00E+06,1.7536,0.03724,47.08915145
-5,0,0,0.18,8.00E+06,-0.5695,0.00659,-86.41881639
-4,0,0,0.18,8.00E+06,-0.457,0.00628,-72.77070064
-3,0,0,0.18,8.00E+06,-0.3439,0.00602,-57.12624585
-2,0,0,0.18,8.00E+06,-0.2299,0.00583,-39.43396226
-1,0,0,0.18,8.00E+06,-0.1153,0.00571,-20.19264448
0,0,0,0.18,8.00E+06,0,0.00567,0
1,0,0,0.18,8.00E+06,0.1153,0.00571,20.19264448
2,0,0,0.18,8.00E+06,0.2299,0.00583,39.43396226
3,0,0,0.18,8.00E+06,0.3439,0.00602,57.12624585
4,0,0,0.18,8.00E+06,0.4571,0.00628,72.7866242
5,0,0,0.18,8.00E+06,0.5696,0.00659,86.4339909
6,0,0,0.18,8.00E+06,0.6814,0.00695,98.04316547
7,0,0,0.18,8.00E+06,0.7917,0.00739,107.1312585
8,0,0,0.18,8.00E+06,0.9,0.00793,113.4930643
9,0,0,0.18,8.00E+06,1.0072,0.00849,118.6336867
10,0,0,0.18,8.00E+06,1.1121,0.00911,122.0746432
11,0,0,0.18,8.00E+06,1.2135,0.00981,123.7003058
12,0,0,0.18,8.00E+06,1.3064,0.01077,121.2999071
13,0,0,0.18,8.00E+06,1.3976,0.01163,120.171969
14,0,0,0.18,8.00E+06,1.4866,0.01301,114.2659493
15,0,0,0.18,8.00E+06,1.5579,0.01448,107.589779
16,0,0,0.18,8.00E+06,1.6302,0.01622,100.5055487
17,0,0,0.18,8.00E+06,1.6889,0.01892,89.2653277
18,0,0,0.18,8.00E+06,1.7334,0.02294,75.56233653
19,0,0,0.18,8.00E+06,1.7748,0.02785,63.72710952
20,0,0,0.18,8.00E+06,1.8075,0.03401,53.14613349
-4,0,0,0.06,8.00E+06,-0.4348,0.00519,-83.77649326
-3,0,0,0.06,8.00E+06,-0.3293,0.00495,-66.52525253
-2,0,0,0.06,8.00E+06,-0.2196,0.00483,-45.46583851
-1,0,0,0.06,8.00E+06,-0.1097,0.00462,-23.74458874
0,0,0,0.06,8.00E+06,0,0.00443,0
1,0,0,0.06,8.00E+06,0.1097,0.00462,23.74458874
2,0,0,0.06,8.00E+06,0.2196,0.00483,45.46583851
3,0,0,0.06,8.00E+06,0.3293,0.00495,66.52525253
4,0,0,0.06,8.00E+06,0.4348,0.00519,83.77649326
7,0,0,0.06,8.00E+06,0.7624,0.01105,68.99547511
8,0,0,0.06,8.00E+06,0.8716,0.01103,79.02085222
9,0,0,0.06,8.00E+06,0.9832,0.01033,95.17909003
10,0,0,0.06,8.00E+06,1.0894,0.0111,98.14414414
11,0,0,0.06,8.00E+06,1.1926,0.01234,96.64505673
12,0,0,0.06,8.00E+06,1.2918,0.01416,91.22881356
13,0,0,0.06,8.00E+06,1.3804,0.01763,78.29835508
14,0,0,0.06,8.00E+06,1.4592,0.02191,66.59972615
15,0,0,0.06,8.00E+06,1.5137,0.0284,53.29929577
16,0,0,0.06,8.00E+06,1.491,0.03936,37.88109756
-5,0,0,0.08,8.00E+06,-0.5514,0.00578,-95.39792388
-4,0,0,0.08,8.00E+06,-0.4436,0.00546,-81.24542125
-3,0,0,0.08,8.00E+06,-0.333,0.00524,-63.54961832
-2,0,0,0.08,8.00E+06,-0.2223,0.00492,-45.18292683
-1,0,0,0.08,8.00E+06,-0.1112,0.00474,-23.45991561
0,0,0,0.08,8.00E+06,0,0.00461,0
1,0,0,0.08,8.00E+06,0.1112,0.00474,23.45991561
2,0,0,0.08,8.00E+06,0.2223,0.00492,45.18292683
3,0,0,0.08,8.00E+06,0.333,0.00524,63.54961832
4,0,0,0.08,8.00E+06,0.4436,0.00546,81.24542125
5,0,0,0.08,8.00E+06,0.5514,0.00578,95.39792388
6,0,0,0.08,8.00E+06,0.6618,0.00636,104.0566038
7,0,0,0.08,8.00E+06,0.7856,0.00697,112.7116212
8,0,0,0.08,8.00E+06,0.8919,0.00772,115.5310881
9,0,0,0.08,8.00E+06,0.9966,0.00893,111.6013438
10,0,0,0.08,8.00E+06,1.1003,0.01028,107.0330739
11,0,0,0.08,8.00E+06,1.1972,0.01269,94.34200158
12,0,0,0.08,8.00E+06,1.2842,0.01631,78.73697118
13,0,0,0.08,8.00E+06,1.3673,0.01971,69.37087773
14,0,0,0.08,8.00E+06,1.441,0.02348,61.3713799
15,0,0,0.08,8.00E+06,1.498,0.02783,53.82680561
16,0,0,0.08,8.00E+06,1.5166,0.03305,45.88804841
-5,0,0,0.1,8.10E+06,-0.5589,0.00598,-93.46153846
-4,0,0,0.1,8.10E+06,-0.448,0.00566,-79.15194346
-3,0,0,0.1,8.10E+06,-0.3365,0.00536,-62.77985075
-2,0,0,0.1,8.10E+06,-0.2245,0.0051,-44.01960784
-1,0,0,0.1,8.10E+06,-0.1124,0.00491,-22.89205703
0,0,0,0.1,8.10E+06,0,0.00484,0
0.5,0,0,0.1,8.10E+06,0.0562,0.00487,11.54004107
1,0,0,0.1,8.10E+06,0.1124,0.00491,22.89205703
2,0,0,0.1,8.10E+06,0.2245,0.0051,44.01960784
3,0,0,0.1,8.10E+06,0.3365,0.00536,62.77985075
4,0,0,0.1,8.10E+06,0.4481,0.00566,79.16961131
5,0,0,0.1,8.10E+06,0.559,0.00598,93.47826087
6,0,0,0.1,8.10E+06,0.6684,0.00638,104.7648903
7,0,0,0.1,8.10E+06,0.7753,0.00695,111.5539568
8,0,0,0.1,8.10E+06,0.8914,0.00754,118.2228117
9,0,0,0.1,8.10E+06,1.0119,0.00851,118.907168
10,0,0,0.1,8.10E+06,1.1151,0.00934,119.3897216
11,0,0,0.1,8.10E+06,1.2181,0.01025,118.8390244
12,0,0,0.1,8.10E+06,1.3206,0.01127,117.1783496
13,0,0,0.1,8.10E+06,1.4207,0.01245,114.1124498
14,0,0,0.1,8.10E+06,1.5144,0.01413,107.1762208
15,0,0,0.1,8.10E+06,1.6013,0.0162,98.84567901
16,0,0,0.1,8.10E+06,1.6837,0.01821,92.46018671
17,0,0,0.1,8.10E+06,1.7524,0.0207,84.65700483
18,0,0,0.1,8.10E+06,1.7859,0.02413,74.01160381
19,0,0,0.1,8.10E+06,1.8015,0.03018,59.69184891
20,0,0,0.1,8.10E+06,1.7882,0.04192,42.65744275
-5,0,0,0.1,8.20E+06,-0.5591,0.00597,-93.65159129
-4,0,0,0.1,8.20E+06,-0.4482,0.00566,-79.18727915
-3,0,0,0.1,8.20E+06,-0.3365,0.00535,-62.89719626
-2,0,0,0.1,8.20E+06,-0.2246,0.0051,-44.03921569
-1,0,0,0.1,8.20E+06,-0.1124,0.00491,-22.89205703
0,0,0,0.1,8.20E+06,0,0.00485,0
0.5,0,0,0.1,8.20E+06,0.0562,0.00487,11.54004107
1,0,0,0.1,8.20E+06,0.1124,0.00491,22.89205703
2,0,0,0.1,8.20E+06,0.2246,0.0051,44.03921569
3,0,0,0.1,8.20E+06,0.3365,0.00535,62.89719626
4,0,0,0.1,8.20E+06,0.4482,0.00566,79.18727915
5,0,0,0.1,8.20E+06,0.5591,0.00597,93.65159129
6,0,0,0.1,8.20E+06,0.6686,0.00637,104.9607535
8,0,0,0.1,8.20E+06,0.8912,0.00753,118.3532537
9,0,0,0.1,8.20E+06,1.0117,0.00849,119.163722
10,0,0,0.1,8.20E+06,1.1153,0.00931,119.7959184
11,0,0,0.1,8.20E+06,1.2183,0.01022,119.2074364
12,0,0,0.1,8.20E+06,1.3209,0.01124,117.5177936
13,0,0,0.1,8.20E+06,1.4209,0.01242,114.4041868
14,0,0,0.1,8.20E+06,1.5147,0.0141,107.4255319
15,0,0,0.1,8.20E+06,1.602,0.01615,99.19504644
16,0,0,0.1,8.20E+06,1.6845,0.01814,92.86108049
17,0,0,0.1,8.20E+06,1.7538,0.02061,85.09461426
18,0,0,0.1,8.20E+06,1.7881,0.02398,74.56630525
19,0,0,0.1,8.20E+06,1.8044,0.02992,60.30748663
20,0,0,0.1,8.20E+06,1.7925,0.04139,43.30756221
-5,0,0,0.1,8.30E+06,-0.5592,0.00597,-93.66834171
-4,0,0,0.1,8.30E+06,-0.4483,0.00567,-79.06525573
-3,0,0,0.1,8.30E+06,-0.3366,0.00535,-62.91588785
-2,0,0,0.1,8.30E+06,-0.2247,0.00511,-43.97260274
-1,0,0,0.1,8.30E+06,-0.1124,0.00491,-22.89205703
0,0,0,0.1,8.30E+06,0,0.00485,0
0.5,0,0,0.1,8.30E+06,0.0562,0.00487,11.54004107
1,0,0,0.1,8.30E+06,0.1124,0.00491,22.89205703
2,0,0,0.1,8.30E+06,0.2247,0.00511,43.97260274
3,0,0,0.1,8.30E+06,0.3366,0.00535,62.91588785
4,0,0,0.1,8.30E+06,0.4483,0.00567,79.06525573
5,0,0,0.1,8.30E+06,0.5592,0.00597,93.66834171
6,0,0,0.1,8.30E+06,0.6689,0.00635,105.3385827
9,0,0,0.1,8.30E+06,1.0114,0.00846,119.5508274
10,0,0,0.1,8.30E+06,1.1155,0.00929,120.0753498
11,0,0,0.1,8.30E+06,1.2185,0.01019,119.5780177
12,0,0,0.1,8.30E+06,1.3211,0.01121,117.8501338
13,0,0,0.1,8.30E+06,1.4212,0.01239,114.7054076
14,0,0,0.1,8.30E+06,1.515,0.01407,107.6759062
15,0,0,0.1,8.30E+06,1.6025,0.01609,99.59602237
16,0,0,0.1,8.30E+06,1.6854,0.01807,93.27061428
17,0,0,0.1,8.30E+06,1.7551,0.02052,85.53118908
18,0,0,0.1,8.30E+06,1.7903,0.02384,75.09647651
19,0,0,0.1,8.30E+06,1.8072,0.02968,60.88948787
20,0,0,0.1,8.30E+06,1.7969,0.04084,43.99853085
-5,0,0,0.1,8.40E+06,-0.5594,0.00596,-93.8590604
-4,0,0,0.1,8.40E+06,-0.4483,0.00566,-79.204947
-3,0,0,0.1,8.40E+06,-0.3367,0.00535,-62.93457944
-2,0,0,0.1,8.40E+06,-0.2247,0.00511,-43.97260274
-1,0,0,0.1,8.40E+06,-0.1124,0.0049,-22.93877551
0,0,0,0.1,8.40E+06,0,0.00485,0
1,0,0,0.1,8.40E+06,0.1124,0.0049,22.93877551
2,0,0,0.1,8.40E+06,0.2247,0.00511,43.97260274
3,0,0,0.1,8.40E+06,0.3367,0.00535,62.93457944
4,0,0,0.1,8.40E+06,0.4484,0.00566,79.22261484
5,0,0,0.1,8.40E+06,0.5594,0.00596,93.8590604
6,0,0,0.1,8.40E+06,0.6691,0.00634,105.5362776
10,0,0,0.1,8.40E+06,1.1157,0.00926,120.4859611
11,0,0,0.1,8.40E+06,1.2188,0.01016,119.9606299
12,0,0,0.1,8.40E+06,1.3214,0.01117,118.2990152
13,0,0,0.1,8.40E+06,1.4215,0.01236,115.0080906
14,0,0,0.1,8.40E+06,1.5153,0.01404,107.9273504
15,0,0,0.1,8.40E+06,1.6031,0.01603,100.0062383
16,0,0,0.1,8.40E+06,1.6862,0.018,93.67777778
17,0,0,0.1,8.40E+06,1.7563,0.02043,85.96671561
18,0,0,0.1,8.40E+06,1.7923,0.02371,75.59257697
19,0,0,0.1,8.40E+06,1.8099,0.02944,61.47758152
20,0,0,0.1,8.40E+06,1.8017,0.04025,44.76273292
-5,0,0,0.1,8.50E+06,-0.5595,0.00596,-93.87583893
-4,0,0,0.1,8.50E+06,-0.4484,0.00566,-79.22261484
-3,0,0,0.1,8.50E+06,-0.3367,0.00535,-62.93457944
-1,0,0,0.1,8.50E+06,-0.1124,0.0049,-22.93877551
0,0,0,0.1,8.50E+06,0,0.00484,0
1,0,0,0.1,8.50E+06,0.1124,0.0049,22.93877551
3,0,0,0.1,8.50E+06,0.3367,0.00535,62.93457944
4,0,0,0.1,8.50E+06,0.4484,0.00566,79.22261484
5,0,0,0.1,8.50E+06,0.5596,0.00596,93.89261745
6,0,0,0.1,8.50E+06,0.6694,0.00634,105.5835962
7,0,0,0.1,8.50E+06,0.7762,0.00689,112.6560232
10,0,0,0.1,8.50E+06,1.1159,0.00924,120.7683983
11,0,0,0.1,8.50E+06,1.219,0.01014,120.2169625
12,0,0,0.1,8.50E+06,1.3216,0.01114,118.6355476
13,0,0,0.1,8.50E+06,1.4218,0.01233,115.3122466
14,0,0,0.1,8.50E+06,1.5156,0.01401,108.1798715
16,0,0,0.1,8.50E+06,1.687,0.01793,94.08812047
17,0,0,0.1,8.50E+06,1.7575,0.02035,86.36363636
18,0,0,0.1,8.50E+06,1.7943,0.02358,76.09414758
19,0,0,0.1,8.50E+06,1.8127,0.0292,62.07876712
20,0,0,0.1,8.50E+06,1.8057,0.03976,45.41498994
-5,0,0,0.1,8.60E+06,-0.5597,0.00596,-93.90939597
-4,0,0,0.1,8.60E+06,-0.4485,0.00565,-79.38053097
-3,0,0,0.1,8.60E+06,-0.3368,0.00535,-62.95327103
-2,0,0,0.1,8.60E+06,-0.2248,0.00511,-43.99217221
-1,0,0,0.1,8.60E+06,-0.1124,0.0049,-22.93877551
0,0,0,0.1,8.60E+06,0,0.00484,0
1,0,0,0.1,8.60E+06,0.1124,0.0049,22.93877551
2,0,0,0.1,8.60E+06,0.2248,0.00511,43.99217221
3,0,0,0.1,8.60E+06,0.3368,0.00535,62.95327103
4,0,0,0.1,8.60E+06,0.4485,0.00565,79.38053097
5,0,0,0.1,8.60E+06,0.5597,0.00596,93.90939597
6,0,0,0.1,8.60E+06,0.6696,0.00633,105.7819905
7,0,0,0.1,8.60E+06,0.7765,0.00687,113.0276565
10,0,0,0.1,8.60E+06,1.1161,0.00921,121.1834962
11,0,0,0.1,8.60E+06,1.2192,0.01011,120.5934718
12,0,0,0.1,8.60E+06,1.3219,0.01111,118.9828983
13,0,0,0.1,8.60E+06,1.422,0.0123,115.6097561
14,0,0,0.1,8.60E+06,1.5159,0.01398,108.4334764
15,0,0,0.1,8.60E+06,1.6042,0.01592,100.7663317
16,0,0,0.1,8.60E+06,1.6877,0.01787,94.4432009
17,0,0,0.1,8.60E+06,1.7587,0.02027,86.76369018
18,0,0,0.1,8.60E+06,1.7962,0.02346,76.56436488
19,0,0,0.1,8.60E+06,1.8155,0.02897,62.66827753
20,0,0,0.1,8.60E+06,1.8093,0.03935,45.97966963
-5,0,0,0.1,8.70E+06,-0.5599,0.00596,-93.94295302
